resource_id,resource_type,vehicle_type,max_load_kg,emission_factor_gkm,area_familiarity_score,historical_success_rate
RES042410,Rider,Van,466.06,223.63,31,0.74
RES042411,Vehicle,Bike,499.17,108.35,85,0.79
RES042412,Rider,Van,115.62,227.7,63,0.89
RES042413,Rider,Van,754.65,240.32,62,0.76
RES042414,Vehicle,Truck,523.74,60.6,79,0.78
RES042415,Vehicle,Van,653.0,99.62,87,0.82
RES042416,Vehicle,Truck,249.7,60.82,80,0.95
RES042417,Rider,Truck,365.46,95.06,59,0.71
RES042418,Rider,Truck,324.85,115.52,46,0.7
RES042419,Rider,Van,333.36,336.27,33,0.8
RES042420,Rider,Bike,205.91,130.61,47,0.84
RES042421,Rider,Bike,308.71,254.63,75,0.94
RES042422,Rider,Van,41.36,109.56,42,0.77
RES042423,Vehicle,Van,616.47,267.3,36,0.84
RES042424,Vehicle,Van,556.37,172.0,88,0.7
RES042425,Vehicle,Van,58.07,157.15,36,0.94
RES042426,Vehicle,Bike,365.11,286.57,89,0.77
RES042427,Vehicle,Van,573.7,84.46,63,0.96
RES042428,Vehicle,Van,292.79,182.18,89,0.97
RES042429,Vehicle,Bike,13.01,103.01,56,0.75
RES042430,Rider,Van,188.83,348.54,38,0.76
RES042431,Vehicle,Bike,891.99,347.4,87,0.8
RES042432,Vehicle,Bike,37.11,326.78,58,0.95
RES042433,Vehicle,Truck,377.77,68.17,57,0.85
RES042434,Rider,Truck,906.18,326.98,43,0.79
RES042435,Vehicle,Truck,845.31,279.56,68,0.82
RES042436,Vehicle,Van,107.8,73.98,61,0.88
RES042437,Rider,Van,482.07,234.53,65,0.77
RES042438,Vehicle,Van,429.42,105.36,93,0.73
RES042439,Vehicle,Van,381.49,283.5,51,0.8
RES042440,Vehicle,Bike,827.11,328.52,86,0.81
RES042441,Vehicle,Truck,879.16,203.75,88,0.88
RES042442,Rider,Bike,886.17,148.26,75,0.78
RES042443,Vehicle,Truck,996.95,68.89,91,0.83
RES042444,Vehicle,Van,103.77,276.17,77,0.84
RES042445,Vehicle,Bike,589.46,297.1,31,0.82
RES042446,Rider,Truck,922.35,314.24,53,0.74
RES042447,Vehicle,Van,750.68,312.39,34,0.82
RES042448,Vehicle,Bike,320.89,284.59,89,0.91
RES042449,Rider,Bike,615.85,151.46,56,0.82
RES042450,Vehicle,Bike,687.84,329.49,94,0.71
RES042451,Rider,Truck,957.51,335.39,73,0.82
RES042452,Vehicle,Van,198.01,94.34,34,0.75
RES042453,Vehicle,Truck,637.98,74.93,93,0.85
RES042454,Rider,Bike,491.66,234.92,77,0.94
RES042455,Vehicle,Bike,133.29,191.87,59,0.76
RES042456,Vehicle,Truck,896.74,311.65,73,0.76
RES042457,Vehicle,Bike,285.85,281.87,97,0.79
RES042458,Rider,Truck,650.22,66.01,81,0.87
RES042459,Vehicle,Truck,177.59,165.21,86,0.86
RES042460,Rider,Bike,792.96,223.17,44,0.92
RES042461,Rider,Truck,890.58,315.23,41,0.74
RES042462,Rider,Truck,521.27,182.84,98,0.79
RES042463,Vehicle,Truck,794.58,304.4,77,0.89
RES042464,Rider,Van,413.28,300.88,47,0.89
RES042465,Vehicle,Van,333.23,187.39,33,0.73
RES042466,Vehicle,Van,237.43,79.06,67,0.81
RES042467,Vehicle,Van,114.42,86.31,36,0.91
RES042468,Vehicle,Van,660.64,277.67,67,0.71
RES042469,Rider,Bike,639.4,317.88,98,0.95
RES042470,Rider,Van,49.71,164.7,55,0.91
RES042471,Rider,Truck,506.74,163.0,53,0.77
RES042472,Rider,Van,740.28,105.61,34,0.76
RES042473,Rider,Truck,712.01,184.39,93,0.76
RES042474,Vehicle,Bike,245.92,150.04,35,0.96
RES042475,Vehicle,Van,273.87,120.77,82,0.88
RES042476,Vehicle,Truck,970.59,112.45,44,0.83
RES042477,Vehicle,Bike,194.6,130.18,39,0.8
RES042478,Vehicle,Truck,472.21,64.47,93,0.75
RES042479,Vehicle,Bike,855.39,270.2,97,0.89
RES042480,Vehicle,Bike,379.2,175.11,51,0.73
RES042481,Rider,Van,925.72,314.35,61,0.87
RES042482,Rider,Bike,934.75,182.04,35,0.95
RES042483,Vehicle,Van,788.32,259.25,64,0.78
RES042484,Rider,Van,295.96,60.43,33,0.72
RES042485,Rider,Van,751.39,200.02,48,0.74
RES042486,Vehicle,Bike,546.43,251.55,79,0.86
RES042487,Vehicle,Van,430.25,233.7,50,0.81
RES042488,Vehicle,Truck,884.87,64.09,62,0.75
RES042489,Rider,Truck,398.98,78.66,92,0.98
RES042490,Rider,Van,592.84,345.93,70,0.9
RES042491,Vehicle,Bike,89.74,228.1,82,0.9
RES042492,Vehicle,Truck,659.22,221.38,89,0.94
RES042493,Vehicle,Van,945.9,264.66,70,0.89
RES042494,Rider,Truck,263.01,105.26,95,0.82
RES042495,Rider,Van,167.56,342.56,69,0.98
RES042496,Rider,Van,353.59,130.65,43,0.9
RES042497,Vehicle,Truck,288.64,94.19,31,0.81
RES042498,Vehicle,Bike,849.91,230.21,60,0.83
RES042499,Vehicle,Truck,80.91,271.94,59,0.79
RES042500,Vehicle,Truck,10.25,219.77,96,0.97
RES042501,Rider,Truck,238.57,162.93,94,0.72
RES042502,Vehicle,Van,679.38,177.05,98,0.85
RES042503,Rider,Bike,748.08,210.92,97,0.84
RES042504,Vehicle,Van,359.93,173.88,40,0.81
RES042505,Rider,Van,618.94,272.7,77,0.75
RES042506,Rider,Bike,211.65,205.02,54,0.86
RES042507,Vehicle,Bike,377.11,311.69,73,0.71
RES042508,Vehicle,Bike,98.75,171.09,30,0.88
RES042509,Rider,Van,297.96,274.49,96,0.84
RES042510,Vehicle,Van,359.79,100.32,60,0.75
RES042511,Rider,Truck,79.28,83.66,45,0.91
RES042512,Vehicle,Van,389.05,64.61,56,0.94
RES042513,Vehicle,Bike,836.73,183.85,33,0.74
RES042514,Vehicle,Bike,819.86,240.11,51,0.95
RES042515,Vehicle,Bike,499.6,306.81,44,0.75
RES042516,Rider,Bike,167.06,242.19,61,0.75
RES042517,Rider,Truck,805.26,285.32,63,0.88
RES042518,Vehicle,Truck,551.94,330.33,89,0.88
RES042519,Rider,Van,271.03,240.74,88,0.98
RES042520,Rider,Truck,445.93,131.04,51,0.71
RES042521,Vehicle,Van,765.6,109.18,45,0.84
RES042522,Vehicle,Van,648.91,265.77,38,0.95
RES042523,Vehicle,Bike,510.49,145.84,42,0.79
RES042524,Vehicle,Van,390.71,201.26,84,0.85
RES042525,Vehicle,Van,857.76,318.2,54,0.96
RES042526,Vehicle,Van,931.69,302.56,65,0.83
RES042527,Rider,Truck,628.99,270.23,40,0.9
RES042528,Vehicle,Van,462.1,149.9,99,0.75
RES042529,Vehicle,Bike,198.4,311.08,34,0.82
RES042530,Rider,Truck,483.62,187.33,42,0.95
RES042531,Vehicle,Bike,828.13,177.05,93,0.71
RES042532,Rider,Truck,979.49,226.41,79,0.75
RES042533,Rider,Van,787.82,139.13,82,0.84
RES042534,Vehicle,Truck,836.71,264.63,30,0.92
RES042535,Rider,Van,89.23,112.46,85,0.93
RES042536,Vehicle,Truck,294.63,63.78,82,0.83
RES042537,Rider,Bike,550.93,172.28,84,0.94
RES042538,Vehicle,Van,192.51,106.63,31,0.9
RES042539,Vehicle,Truck,426.7,270.25,85,0.81
RES042540,Rider,Truck,300.52,298.78,79,0.71
RES042541,Rider,Bike,639.17,205.99,67,0.78
RES042542,Rider,Truck,889.11,99.17,54,0.76
RES042543,Vehicle,Bike,573.28,167.66,58,0.75
RES042544,Vehicle,Van,992.99,272.74,47,0.95
RES042545,Rider,Van,334.24,345.55,72,0.94
RES042546,Vehicle,Truck,507.89,104.54,64,0.81
RES042547,Rider,Bike,993.04,66.65,92,0.8
RES042548,Rider,Van,276.23,331.94,41,0.8
RES042549,Rider,Bike,847.71,122.88,43,0.82
RES042550,Vehicle,Bike,251.41,128.6,72,0.9
RES042551,Vehicle,Bike,478.79,138.34,87,0.77
RES042552,Vehicle,Van,513.27,314.32,46,0.8
RES042553,Rider,Truck,651.76,182.4,87,0.86
RES042554,Rider,Van,224.22,212.15,51,0.71
RES042555,Rider,Bike,235.92,166.64,54,0.85
RES042556,Rider,Van,192.68,286.29,63,0.86
RES042557,Vehicle,Truck,132.4,114.72,80,0.71
RES042558,Rider,Truck,704.56,231.46,84,0.76
RES042559,Rider,Truck,629.58,183.14,33,0.95
RES042560,Vehicle,Van,185.8,155.48,79,0.81
RES042561,Rider,Bike,642.67,187.42,38,0.85
RES042562,Rider,Bike,282.79,178.5,32,0.9
RES042563,Vehicle,Van,286.24,72.08,57,0.74
RES042564,Vehicle,Bike,395.14,260.85,55,0.84
RES042565,Rider,Truck,855.93,200.16,84,0.94
RES042566,Rider,Van,912.57,200.4,68,0.82
RES042567,Vehicle,Bike,207.63,303.43,31,0.74
RES042568,Vehicle,Truck,717.88,150.01,89,0.85
RES042569,Vehicle,Truck,598.79,329.35,83,0.93
RES042570,Rider,Bike,765.59,117.45,42,0.78
RES042571,Rider,Bike,159.89,214.93,56,0.93
RES042572,Rider,Truck,709.72,288.43,55,0.82
RES042573,Vehicle,Van,439.28,115.27,54,0.78
RES042574,Vehicle,Truck,133.81,206.38,77,0.85
RES042575,Rider,Truck,13.19,160.54,49,0.92
RES042576,Vehicle,Truck,536.89,207.06,60,0.74
RES042577,Rider,Truck,762.52,215.05,89,0.71
RES042578,Vehicle,Bike,578.55,99.73,59,0.92
RES042579,Rider,Van,879.46,323.86,64,0.77
RES042580,Vehicle,Van,308.19,203.96,55,0.73
RES042581,Vehicle,Truck,427.97,202.68,77,0.97
RES042582,Vehicle,Truck,760.09,155.01,64,0.83
RES042583,Rider,Truck,846.0,118.59,63,0.97
RES042584,Rider,Truck,208.25,159.14,59,0.74
RES042585,Vehicle,Van,369.68,150.75,51,0.87
RES042586,Rider,Van,695.97,322.67,30,0.97
RES042587,Vehicle,Van,901.77,335.05,94,0.79
RES042588,Vehicle,Bike,97.41,195.11,64,0.95
RES042589,Vehicle,Truck,197.82,150.11,94,0.78
RES042590,Rider,Van,650.0,304.54,30,0.95
RES042591,Rider,Bike,112.82,284.84,96,0.73
RES042592,Vehicle,Van,528.57,166.04,77,0.88
RES042593,Rider,Truck,290.52,146.08,84,0.9
RES042594,Rider,Bike,50.34,348.37,37,0.93
RES042595,Rider,Van,105.31,168.72,89,0.73
RES042596,Rider,Truck,523.65,179.92,76,0.76
RES042597,Rider,Truck,447.66,65.31,37,0.75
RES042598,Vehicle,Bike,92.46,187.29,80,0.91
RES042599,Vehicle,Bike,391.02,221.0,40,0.94
RES042600,Rider,Van,664.5,319.44,55,0.85
RES042601,Vehicle,Van,67.98,134.07,76,0.85
RES042602,Vehicle,Van,905.02,307.18,89,0.71
RES042603,Vehicle,Bike,213.9,101.32,94,0.74
RES042604,Rider,Bike,50.06,168.59,85,0.96
RES042605,Rider,Bike,968.75,340.62,76,0.89
RES042606,Vehicle,Truck,373.16,156.68,81,0.94
RES042607,Vehicle,Bike,836.79,187.21,81,0.77
RES042608,Vehicle,Bike,696.01,303.47,76,0.91
RES042609,Vehicle,Truck,356.5,219.42,82,0.87
RES042610,Vehicle,Van,410.48,168.17,33,0.81
RES042611,Rider,Truck,666.37,146.11,81,0.89
RES042612,Vehicle,Truck,431.85,298.52,95,0.97
RES042613,Rider,Van,191.76,249.73,44,0.93
RES042614,Rider,Truck,855.72,257.93,38,0.74
RES042615,Vehicle,Bike,880.49,190.16,75,0.97
RES042616,Vehicle,Truck,576.56,204.65,34,0.92
RES042617,Rider,Bike,570.14,348.24,92,0.95
RES042618,Vehicle,Van,282.95,313.67,36,0.75
RES042619,Rider,Van,476.38,176.05,70,0.79
RES042620,Vehicle,Truck,412.38,235.92,43,0.77
RES042621,Vehicle,Bike,274.01,270.19,84,0.84
RES042622,Rider,Van,19.13,288.39,95,0.9
RES042623,Vehicle,Bike,238.06,110.46,41,0.96
RES042624,Rider,Bike,545.92,299.33,86,0.76
RES042625,Rider,Bike,550.63,132.84,94,0.72
RES042626,Vehicle,Truck,422.13,293.46,85,0.73
RES042627,Rider,Bike,741.93,168.48,84,0.96
RES042628,Rider,Truck,544.45,240.44,78,0.95
RES042629,Rider,Van,463.48,320.48,79,0.89
RES042630,Vehicle,Bike,68.68,302.92,33,0.84
RES042631,Vehicle,Bike,318.66,117.34,83,0.77
RES042632,Vehicle,Truck,61.82,188.95,30,0.73
RES042633,Vehicle,Bike,85.58,284.71,36,0.72
RES042634,Vehicle,Van,177.68,180.53,37,0.75
RES042635,Rider,Bike,728.84,251.93,55,0.82
RES042636,Rider,Bike,387.54,133.08,63,0.71
RES042637,Vehicle,Truck,358.99,181.14,50,0.94
RES042638,Vehicle,Bike,283.19,192.26,91,0.86
RES042639,Vehicle,Bike,890.34,317.06,75,0.72
RES042640,Vehicle,Bike,548.35,207.19,60,0.71
RES042641,Vehicle,Bike,908.13,321.2,33,0.74
RES042642,Rider,Bike,236.89,68.98,58,0.9
RES042643,Vehicle,Van,328.52,209.11,43,0.92
RES042644,Vehicle,Bike,518.47,281.61,89,0.7
RES042645,Rider,Van,19.41,271.99,57,0.7
RES042646,Rider,Van,294.47,68.73,35,0.73
RES042647,Vehicle,Bike,349.92,248.55,59,0.8
RES042648,Vehicle,Van,358.18,275.65,64,0.87
RES042649,Vehicle,Van,236.24,92.44,52,0.91
RES042650,Vehicle,Bike,563.96,210.42,50,0.73
RES042651,Rider,Truck,622.71,167.65,68,0.75
RES042652,Vehicle,Van,396.47,114.33,49,0.87
RES042653,Vehicle,Van,865.64,72.98,93,0.77
RES042654,Rider,Van,672.01,84.06,38,0.72
RES042655,Vehicle,Truck,269.36,112.29,92,0.85
RES042656,Rider,Bike,981.07,178.87,94,0.83
RES042657,Vehicle,Van,442.86,270.77,86,0.97
RES042658,Rider,Van,903.8,107.35,92,0.91
RES042659,Rider,Truck,721.69,329.07,88,0.8
RES042660,Rider,Van,395.16,60.97,48,0.94
RES042661,Rider,Truck,754.34,221.82,44,0.74
RES042662,Rider,Van,268.0,319.9,99,0.75
RES042663,Rider,Bike,437.11,150.47,51,0.95
RES042664,Vehicle,Truck,947.85,153.2,67,0.91
RES042665,Vehicle,Van,360.44,60.52,42,0.94
RES042666,Rider,Bike,311.09,126.32,57,0.94
RES042667,Rider,Van,119.32,119.14,97,0.78
RES042668,Rider,Truck,664.9,99.71,33,0.7
RES042669,Rider,Van,891.83,124.45,39,0.97
RES042670,Rider,Van,58.6,283.0,54,0.91
RES042671,Vehicle,Bike,756.43,203.26,84,0.93
RES042672,Vehicle,Van,569.32,320.23,67,0.76
RES042673,Rider,Truck,872.04,152.43,93,0.81
RES042674,Rider,Bike,347.19,260.99,87,0.9
RES042675,Vehicle,Van,381.58,180.27,38,0.71
RES042676,Vehicle,Truck,660.12,149.1,54,0.73
RES042677,Vehicle,Van,633.06,226.3,67,0.78
RES042678,Vehicle,Van,214.53,71.25,98,0.72
RES042679,Rider,Van,559.39,106.07,64,0.81
RES042680,Rider,Bike,554.39,100.17,82,0.81
RES042681,Rider,Truck,815.65,183.3,43,0.75
RES042682,Rider,Van,316.48,80.82,57,0.76
RES042683,Vehicle,Bike,25.39,220.22,80,0.88
RES042684,Rider,Van,178.67,253.16,88,0.95
RES042685,Vehicle,Bike,110.68,117.35,30,0.74
RES042686,Rider,Bike,894.85,171.16,32,0.83
RES042687,Vehicle,Van,650.28,345.17,59,0.89
RES042688,Vehicle,Bike,307.02,328.17,43,0.81
RES042689,Rider,Truck,221.61,276.23,44,0.95
RES042690,Vehicle,Bike,940.37,186.79,61,0.91
RES042691,Rider,Truck,485.55,133.35,86,0.71
RES042692,Vehicle,Truck,232.29,69.21,84,0.82
RES042693,Rider,Truck,86.4,260.81,78,0.84
RES042694,Vehicle,Truck,734.62,105.07,94,0.81
RES042695,Vehicle,Truck,318.83,119.88,90,0.73
RES042696,Vehicle,Truck,23.06,279.08,55,0.8
RES042697,Vehicle,Van,82.51,298.34,75,0.82
RES042698,Vehicle,Van,920.8,86.35,59,0.95
RES042699,Rider,Truck,240.54,63.07,88,0.84
RES042700,Vehicle,Truck,452.15,150.84,93,0.88
RES042701,Vehicle,Bike,447.81,229.06,79,0.98
RES042702,Rider,Van,678.06,328.46,66,0.86
RES042703,Vehicle,Bike,141.73,272.64,91,0.86
RES042704,Rider,Van,646.1,105.37,44,0.81
RES042705,Rider,Bike,988.15,197.0,78,0.76
RES042706,Rider,Van,569.5,206.94,76,0.8
RES042707,Rider,Van,993.85,99.59,42,0.9
RES042708,Rider,Van,96.19,178.99,47,0.94
RES042709,Rider,Truck,986.12,339.18,81,0.94
RES042710,Vehicle,Van,587.44,329.81,91,0.87
RES042711,Rider,Van,184.39,185.76,31,0.84
RES042712,Rider,Van,637.81,226.07,68,0.88
RES042713,Rider,Van,589.14,164.68,64,0.93
RES042714,Vehicle,Truck,748.97,220.16,82,0.73
RES042715,Rider,Bike,707.02,244.42,86,0.81
RES042716,Rider,Truck,201.43,230.28,58,0.94
RES042717,Vehicle,Van,349.75,147.94,71,0.88
RES042718,Vehicle,Bike,787.65,245.59,83,0.86
RES042719,Vehicle,Truck,220.58,154.86,76,0.87
RES042720,Vehicle,Van,401.08,184.31,48,0.9
RES042721,Rider,Bike,553.19,107.45,40,0.83
RES042722,Rider,Truck,683.36,107.8,63,0.77
RES042723,Rider,Truck,642.53,300.99,50,0.86
RES042724,Rider,Van,887.7,242.35,86,0.91
RES042725,Rider,Bike,493.51,215.14,85,0.72
RES042726,Vehicle,Bike,821.63,206.72,41,0.88
RES042727,Vehicle,Van,346.52,129.78,61,0.82
RES042728,Rider,Van,811.47,172.06,38,0.71
RES042729,Rider,Truck,280.33,203.96,83,0.92
RES042730,Rider,Van,327.93,112.42,71,0.94
RES042731,Rider,Van,586.88,335.43,53,0.85
RES042732,Vehicle,Bike,176.6,196.79,72,0.83
RES042733,Rider,Truck,448.62,280.66,92,0.89
RES042734,Vehicle,Van,734.51,285.64,41,0.94
RES042735,Vehicle,Truck,152.11,65.51,95,0.79
RES042736,Vehicle,Truck,193.32,179.88,92,0.95
RES042737,Rider,Van,463.63,326.0,51,0.86
RES042738,Rider,Bike,50.27,140.6,35,0.73
RES042739,Rider,Bike,712.13,330.53,59,0.93
RES042740,Rider,Bike,416.75,247.98,99,0.96
RES042741,Vehicle,Bike,133.81,165.4,95,0.87
RES042742,Rider,Truck,254.88,260.59,85,0.77
RES042743,Vehicle,Bike,123.25,161.05,64,0.91
RES042744,Vehicle,Van,742.41,117.09,80,0.79
RES042745,Vehicle,Truck,106.95,152.89,79,0.93
RES042746,Rider,Bike,165.37,131.72,89,0.98
RES042747,Rider,Van,230.93,243.15,60,0.82
RES042748,Vehicle,Bike,585.99,92.97,50,0.81
RES042749,Vehicle,Van,61.91,60.27,41,0.8
RES042750,Rider,Truck,268.07,96.41,82,0.75
RES042751,Rider,Van,565.09,344.88,94,0.95
RES042752,Rider,Bike,253.61,231.55,41,0.7
RES042753,Rider,Truck,967.97,74.65,66,0.79
RES042754,Rider,Van,976.13,272.74,90,0.83
RES042755,Rider,Van,456.72,231.67,30,0.8
RES042756,Rider,Truck,558.93,325.59,66,0.92
RES042757,Rider,Van,46.68,238.47,68,0.72
RES042758,Rider,Truck,175.88,289.32,90,0.78
RES042759,Vehicle,Bike,937.1,87.81,45,0.87
RES042760,Rider,Truck,448.09,156.34,87,0.75
RES042761,Vehicle,Van,609.59,346.96,32,0.84
RES042762,Vehicle,Truck,406.04,206.85,54,0.97
RES042763,Rider,Truck,363.5,123.07,67,0.8
RES042764,Vehicle,Bike,923.79,302.94,89,0.83
RES042765,Vehicle,Truck,394.7,222.63,35,0.85
RES042766,Vehicle,Truck,972.13,301.58,81,0.92
RES042767,Vehicle,Bike,728.11,222.92,33,0.72
RES042768,Vehicle,Truck,7.17,272.06,98,0.93
RES042769,Rider,Bike,481.9,68.4,39,0.86
RES042770,Rider,Truck,639.5,181.63,95,0.79
RES042771,Vehicle,Truck,134.95,302.48,55,0.72
RES042772,Vehicle,Bike,932.3,170.34,73,0.91
RES042773,Vehicle,Van,436.28,280.0,66,0.79
RES042774,Vehicle,Bike,274.49,109.64,74,0.97
RES042775,Rider,Bike,376.59,244.76,63,0.72
RES042776,Rider,Van,319.15,144.94,90,0.75
RES042777,Rider,Truck,526.09,344.83,58,0.9
RES042778,Rider,Bike,489.33,191.75,81,0.8
RES042779,Rider,Truck,357.64,76.01,50,0.78
RES042780,Vehicle,Bike,760.78,173.75,39,0.94
RES042781,Vehicle,Truck,872.26,265.14,41,0.77
RES042782,Rider,Bike,695.31,207.24,67,0.73
RES042783,Rider,Van,670.97,327.6,67,0.84
RES042784,Rider,Bike,733.62,182.05,74,0.86
RES042785,Rider,Van,641.68,336.24,61,0.93
RES042786,Vehicle,Van,767.91,312.78,85,0.74
RES042787,Vehicle,Bike,676.06,243.16,73,0.96
RES042788,Vehicle,Bike,942.81,151.91,34,0.85
RES042789,Rider,Van,585.59,246.59,74,0.71
RES042790,Vehicle,Bike,971.16,295.09,84,0.9
RES042791,Rider,Van,139.1,135.33,87,0.79
RES042792,Vehicle,Van,834.83,203.82,55,0.9
RES042793,Rider,Truck,6.19,176.9,60,0.74
RES042794,Vehicle,Bike,862.12,114.07,80,0.81
RES042795,Vehicle,Bike,649.4,248.67,73,0.83
RES042796,Rider,Truck,55.43,245.99,89,0.97
RES042797,Vehicle,Van,398.36,250.93,91,0.76
RES042798,Rider,Bike,404.41,107.41,69,0.82
RES042799,Rider,Bike,125.7,268.55,57,0.73
RES042800,Vehicle,Truck,596.56,80.81,52,0.71
RES042801,Vehicle,Van,482.66,344.24,73,0.8
RES042802,Rider,Van,645.73,292.95,39,0.95
RES042803,Rider,Van,894.1,278.75,68,0.79
RES042804,Vehicle,Van,394.89,331.0,89,0.74
RES042805,Vehicle,Van,738.8,214.28,75,0.74
RES042806,Vehicle,Bike,171.04,343.8,70,0.91
RES042807,Vehicle,Van,132.81,181.23,96,0.72
RES042808,Rider,Truck,14.59,311.47,97,0.77
RES042809,Vehicle,Bike,192.35,296.31,53,0.76
RES042810,Vehicle,Bike,19.01,182.95,60,0.78
RES042811,Vehicle,Van,714.06,63.2,78,0.79
RES042812,Vehicle,Van,208.72,148.81,77,0.95
RES042813,Vehicle,Bike,658.8,78.99,76,0.75
RES042814,Vehicle,Truck,537.94,82.45,53,0.9
RES042815,Vehicle,Truck,243.64,142.7,66,0.79
RES042816,Vehicle,Bike,907.95,337.2,44,0.74
RES042817,Rider,Bike,262.01,186.97,41,0.87
RES042818,Vehicle,Truck,973.28,79.11,37,0.84
RES042819,Rider,Truck,381.71,230.97,78,0.97
RES042820,Rider,Bike,120.89,273.04,61,0.76
RES042821,Vehicle,Truck,606.81,325.73,54,0.84
RES042822,Vehicle,Truck,542.97,326.19,80,0.92
RES042823,Rider,Truck,644.44,213.81,46,0.89
RES042824,Rider,Truck,197.12,117.3,63,0.84
RES042825,Vehicle,Truck,627.95,349.02,32,0.93
RES042826,Vehicle,Bike,159.94,210.03,87,0.74
RES042827,Rider,Bike,292.91,206.45,68,0.84
RES042828,Vehicle,Bike,756.5,96.07,48,0.77
RES042829,Rider,Truck,635.23,90.46,91,0.72
RES042830,Rider,Bike,887.59,282.81,94,0.85
RES042831,Rider,Truck,250.51,165.12,80,0.82
RES042832,Rider,Van,716.71,264.79,77,0.97
RES042833,Rider,Bike,780.13,332.98,78,0.72
RES042834,Vehicle,Van,925.49,151.7,88,0.87
RES042835,Vehicle,Van,899.88,339.35,72,0.81
RES042836,Vehicle,Truck,852.79,79.43,63,0.72
RES042837,Rider,Van,254.71,313.83,95,0.93
RES042838,Rider,Van,19.55,346.72,93,0.83
RES042839,Vehicle,Bike,163.93,144.35,83,0.76
RES042840,Vehicle,Van,591.74,64.62,52,0.82
RES042841,Rider,Truck,96.65,290.02,60,0.78
RES042842,Rider,Bike,787.26,291.3,65,0.9
RES042843,Vehicle,Truck,511.48,330.69,58,0.73
RES042844,Vehicle,Bike,455.89,64.74,85,0.75
RES042845,Vehicle,Bike,458.03,282.67,61,0.73
RES042846,Vehicle,Truck,671.97,238.56,38,0.92
RES042847,Rider,Truck,555.79,160.39,83,0.72
RES042848,Vehicle,Bike,643.61,197.95,78,0.86
RES042849,Vehicle,Van,437.28,307.76,79,0.77
RES042850,Vehicle,Bike,356.44,307.52,91,0.78
RES042851,Vehicle,Truck,344.63,314.58,92,0.89
RES042852,Rider,Truck,657.42,233.15,70,0.84
RES042853,Rider,Truck,12.19,234.61,58,0.79
RES042854,Vehicle,Van,402.8,168.32,55,0.81
RES042855,Rider,Bike,292.92,322.11,36,0.93
RES042856,Rider,Van,707.67,159.3,58,0.88
RES042857,Rider,Truck,733.26,304.75,50,0.7
RES042858,Rider,Bike,878.11,195.97,85,0.73
RES042859,Vehicle,Van,307.44,251.68,91,0.79
RES042860,Vehicle,Truck,493.65,317.27,42,0.85
RES042861,Rider,Truck,290.33,344.84,35,0.82
RES042862,Rider,Truck,396.63,200.31,98,0.76
RES042863,Vehicle,Truck,390.27,292.33,92,0.84
RES042864,Vehicle,Van,458.83,194.27,48,0.84
RES042865,Rider,Van,145.53,95.69,78,0.98
RES042866,Vehicle,Bike,964.23,60.33,88,0.71
RES042867,Vehicle,Truck,75.36,199.97,92,0.89
RES042868,Vehicle,Truck,884.37,75.75,97,0.78
RES042869,Rider,Van,112.32,329.24,48,0.86
RES042870,Vehicle,Truck,188.96,334.98,39,0.81
RES042871,Vehicle,Truck,67.35,274.74,46,0.98
RES042872,Rider,Bike,925.46,205.03,91,0.76
RES042873,Rider,Van,32.26,118.4,93,0.93
RES042874,Rider,Bike,74.66,76.22,75,0.9
RES042875,Rider,Truck,212.12,239.53,78,0.77
RES042876,Vehicle,Van,564.72,303.78,30,0.93
RES042877,Rider,Bike,548.23,90.92,39,0.86
RES042878,Rider,Truck,620.72,64.25,97,0.98
RES042879,Vehicle,Bike,329.22,276.36,57,0.75
RES042880,Rider,Van,354.49,141.64,71,0.88
RES042881,Rider,Truck,931.16,96.83,79,0.9
RES042882,Rider,Bike,174.73,315.55,65,0.96
RES042883,Vehicle,Van,255.7,152.01,50,0.71
RES042884,Rider,Bike,920.37,280.05,67,0.79
RES042885,Rider,Van,886.75,77.67,82,0.88
RES042886,Vehicle,Truck,270.16,152.6,46,0.92
RES042887,Rider,Truck,794.06,66.43,37,0.84
RES042888,Vehicle,Van,670.53,231.75,99,0.81
RES042889,Vehicle,Truck,683.17,183.86,93,0.72
RES042890,Rider,Van,748.14,253.32,95,0.97
RES042891,Vehicle,Van,363.41,75.1,61,0.84
RES042892,Vehicle,Truck,677.98,325.99,73,0.75
RES042893,Rider,Van,946.51,114.09,91,0.88
RES042894,Rider,Van,947.93,240.8,81,0.85
RES042895,Rider,Truck,746.02,329.26,75,0.86
RES042896,Vehicle,Truck,342.11,339.52,87,0.88
RES042897,Vehicle,Van,672.6,167.14,32,0.73
RES042898,Rider,Truck,108.06,142.94,61,0.79
RES042899,Rider,Bike,685.21,206.79,76,0.9
RES042900,Vehicle,Van,822.66,309.24,44,0.97
RES042901,Vehicle,Bike,85.5,167.14,85,0.88
RES042902,Rider,Truck,259.06,176.43,66,0.76
RES042903,Vehicle,Truck,239.71,153.39,73,0.82
RES042904,Vehicle,Truck,903.06,104.7,52,0.86
RES042905,Vehicle,Bike,575.07,140.25,45,0.85
RES042906,Rider,Bike,730.54,81.76,85,0.76
RES042907,Vehicle,Van,323.21,294.26,76,0.89
RES042908,Vehicle,Truck,724.01,202.48,86,0.88
RES042909,Rider,Truck,484.0,185.96,49,0.95
RES042910,Rider,Bike,634.99,159.24,32,0.85
RES042911,Rider,Van,962.09,250.65,98,0.92
RES042912,Rider,Truck,767.68,272.29,74,0.89
